Store,Date,Sales,Store_Size,Num_Employees,Returns_Pct,Num_Customers,Pct_On_Sale,Marketing,Near_Xmas,Near_BlackFriday,Holiday,DestinationEvent,Pct_Promotional,Econ_ChangeGDP,EconJobsChange,AnnualizedCPI 
Detroit,12/16/13,113558.92,16600,32,1.21,300,22.15,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID26.7281,22,0,No,No,0.054679461,,,
Detroit,12/17/13,115976.46,16600,31,1.0,300,19.01,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID18.7783,23,0,No,No,0.054679461,,,
Detroit,12/18/13,125517.34,16600,27,0.86,404,21.09,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID73.1774,24,0,No,No,0.054679461,,,
Detroit,12/19/13,118739.11,16600,43,1.41,361,20.71,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID179.1171,25,0,No,No,0.054679461,,,
Detroit,12/20/13,126163.91,16600,29,1.75,509,21.17,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID64.0143,26,0,No,No,0.054679461,,,
Detroit,12/21/13,138549.51,16600,51,2.56,737,26.4,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID56.6341,27,0,No,No,0.054679461,,5500.0,
Detroit,12/22/13,152285.65,16600,57,2.62,766,24.33,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID184.1537,28,0,Yes,No,0.048752148,,,
Detroit,12/23/13,143132.3,16600,29,1.52,685,21.55,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID120.3085,29,0,Yes,No,0.048752148,,,
Detroit,12/24/13,116469.92,16600,27,1.17,338,24.34,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID203.6792,30,0,Yes,No,0.048752148,,,
Detroit,12/25/13,0.0,16600,0,0.0,0,0.0,None ID1.2,31,0,No,No,0.0,,,
Detroit,12/26/13,128296.25,16600,43,2.73,685,19.08,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID227.8337,30,0,No,No,0.048752148,,,
Detroit,12/27/13,114521.12,16600,50,2.19,447,22.24,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID287.6816,29,0,No,No,0.048752148,,,
Detroit,12/28/13,120338.81,16600,40,2.48,585,19.22,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID172.1624,28,0,No,No,0.048752148,,4500.0,
Detroit,12/29/13,113108.2,16600,33,2.65,466,24.52,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID118.0699,27,0,No,No,0.046642039,,,
Detroit,12/30/13,111178.51,16600,33,1.18,556,17.39,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID346.4205,26,0,No,No,0.046642039,,,
Detroit,12/31/13,102998.3,16600,31,1.37,437,19.12,In Store Credit Card Signup Discount; ID187.728,25,0,No,No,0.046642039,,,
Detroit,01/01/14,84242.11,16600,24,0.9,257,22.0,In Store Credit Card Signup Discount; ID0.5701,24,0,No,No,0.046642039,-1.2,,0.034374102
Detroit,01/02/14,96257.78,16600,36,1.82,285,19.61,In Store Credit Card Signup Discount; ID0.6346,23,0,No,No,0.046642039,,,
Detroit,01/03/14,96511.41,16600,38,2.13,290,14.38,In Store Credit Card Signup Discount; ID0.1635,22,0,No,No,0.046642039,,,
Detroit,01/04/14,98818.06,16600,39,2.45,357,22.97,In Store Credit Card Signup Discount; ID0.0646,21,0,No,No,0.046642039,,-6250.0,
Detroit,01/05/14,82972.41,16600,28,1.8,223,20.54,In Store Credit Card Signup Discount; ID3.2839,20,0,No,No,0.063724076,,,
Detroit,01/06/14,82536.48,16600,18,1.53,157,23.98,In Store Credit Card Signup Discount; ID5.5425,19,0,No,No,0.063724076,,,
Detroit,01/07/14,79465.94,16600,19,0.72,152,20.92,In Store Credit Card Signup Discount; ID0.9156,18,0,No,No,0.063724076,,,
Detroit,01/08/14,78718.28,16600,20,1.36,157,21.25,In Store Credit Card Signup Discount; MLK Event Promotion ID4.1629,17,0,No,No,0.063724076,,,
Detroit,01/09/14,82100.59,16600,39,2.29,166,19.08,In Store Credit Card Signup Discount; MLK Event Promotion ID4.2726,16,0,No,No,0.063724076,,,
Detroit,01/10/14,86452.01,16600,35,1.92,204,17.79,In Store Credit Card Signup Discount; MLK Event Promotion ID5.7261,15,0,No,No,0.063724076,,,
Detroit,01/11/14,88560.05,16600,41,1.93,300,18.04,In Store Credit Card Signup Discount; MLK Event Promotion ID7.0015,14,0,No,No,0.063724076,,-14000.0,
Detroit,01/12/14,83503.2,16600,41,1.92,238,21.08,In Store Credit Card Signup Discount; MLK Event Promotion ID9.5621,13,0,No,No,0.069573207,,,
Detroit,01/13/14,77287.38,16600,18,1.1,138,15.43,In Store Credit Card Signup Discount; MLK Event Promotion ID4.6825,12,0,No,No,0.069573207,,,
Detroit,01/14/14,77433.41,16600,18,0.86,152,19.53,In Store Credit Card Signup Discount; MLK Event Promotion ID3.4132,11,0,No,No,0.069573207,,,
Detroit,01/15/14,75227.27,16600,23,1.06,152,17.24,In Store Credit Card Signup Discount; MLK Event Promotion ID3.6815,10,0,No,No,0.069573207,,,
Detroit,01/16/14,72066.06,16600,35,1.92,152,19.74,In Store Credit Card Signup Discount; MLK Event Promotion ID5.3307,9,0,No,No,0.069573207,,,
Detroit,01/17/14,75546.56,16600,33,1.49,171,18.06,In Store Credit Card Signup Discount; MLK Event Promotion ID8.823,8,0,No,No,0.069573207,,,
Detroit,01/18/14,149037.29,16600,68,1.76,1146,19.33,In Store Credit Card Signup Discount; MLK Event Promotion ID12.7203,7,0,Yes,Yes,0.069573207,,-3000.0,
Detroit,01/19/14,101475.16,16600,83,1.61,770,19.48,In Store Credit Card Signup Discount; MLK Event Promotion ID5.6496,6,0,Yes,Yes,0.070418459,,,
Detroit,01/20/14,106027.42,16600,49,0.87,689,20.99,In Store Credit Card Signup Discount; MLK Event Promotion ID1.9275,5,0,Yes,Yes,0.070418459,,,
Detroit,01/21/14,64670.93,16600,16,1.11,124,14.6,In Store Credit Card Signup Discount; ID1.471,4,0,No,No,0.070418459,,,
Detroit,01/22/14,62842.81,16600,16,1.26,143,17.31,In Store Credit Card Signup Discount; ID3.4967,3,0,No,No,0.070418459,,,
Detroit,01/23/14,57052.89,16600,31,1.54,128,14.23,In Store Credit Card Signup Discount; ID11.7278,2,0,No,No,0.070418459,,,
Detroit,01/24/14,60388.08,16600,34,1.62,204,16.12,Feb. In Store Credit Card Signup Discount; ID9.872,1,0,No,No,0.070418459,,,
Detroit,01/25/14,69636.39,16600,38,1.12,276,15.56,Feb. In Store Credit Card Signup Discount; ID6.656,0,0,No,No,0.070418459,,2250.0,
Detroit,01/26/14,62708.86,16600,30,1.15,252,13.64,Feb. In Store Credit Card Signup Discount; ID6.3826,0,0,No,No,0.074267155,,,
Detroit,01/27/14,52057.66,16600,20,0.81,124,19.06,Feb. In Store Credit Card Signup Discount; ID11.7647,0,0,No,No,0.074267155,,,
Detroit,01/28/14,56964.45,16600,31,0.68,138,11.57,Feb. In Store Credit Card Signup Discount; ID21.515,0,0,No,No,0.074267155,,,
Detroit,01/29/14,53611.09,16600,19,1.01,138,16.68,Feb. In Store Credit Card Signup Discount; ID23.1503,0,0,No,No,0.074267155,,,
Detroit,01/30/14,48677.63,16600,38,1.01,133,14.16,Feb. In Store Credit Card Signup Discount; ID29.5543,0,0,No,No,0.074267155,,,
Detroit,01/31/14,54622.08,16600,35,1.51,152,8.06,Feb. In Store Credit Card Signup Discount; ID8.0866,0,0,No,No,0.074267155,,,
Detroit,02/01/14,65796.42,16600,28,1.71,271,11.02,Feb. In Store Credit Card Signup Discount; ID1.6846,0,0,No,No,0.074267155,,1250.0,0.014729867
Detroit,02/02/14,51292.64,16600,24,0.95,152,11.59,In Store Credit Card Signup Discount; ID3.623,0,0,No,No,0.077324547,,,
Detroit,02/03/14,52334.59,16600,17,0.96,124,6.46,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.21,0,0,No,No,0.077324547,,,
Detroit,02/04/14,51612.51,16600,17,0.92,86,11.02,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.353,0,0,Yes,No,0.077324547,,,
Detroit,02/05/14,48824.61,16600,20,0.88,100,9.26,In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.2371,0,0,No,No,0.077324547,,,
Detroit,02/06/14,47400.08,16600,35,0.53,109,12.32,In Store Credit Card Signup Discount; Presidents Day Email Blast ID0.2288,0,0,No,No,0.077324547,,,
Detroit,02/07/14,57986.95,16600,29,1.11,176,13.1,In Store Credit Card Signup Discount; Presidents Day Email Blast ID12.9121,0,0,No,No,0.077324547,,,
Detroit,02/08/14,67282.76,16600,56,1.05,328,12.89,In Store Credit Card Signup Discount; Presidents Day Email Blast ID0.3296,0,0,No,No,0.077324547,,4000.0,
Detroit,02/09/14,61803.57,16600,33,1.19,233,10.05,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.4294,0,0,No,No,0.096221111,,,
Detroit,02/10/14,49576.45,16600,23,0.41,119,6.78,In Store Credit Card Signup Discount; Presidents Day Email Blast ID8.6219,0,0,No,No,0.096221111,,,
Detroit,02/11/14,53339.49,16600,17,0.79,152,12.36,In Store Credit Card Signup Discount; Presidents Day Email Blast ID18.1058,0,0,No,No,0.096221111,,,
Detroit,02/12/14,51879.26,16600,29,0.53,162,13.05,In Store Credit Card Signup Discount; Presidents Day Email Blast ID7.2207,0,0,No,No,0.096221111,,,
Detroit,02/13/14,61072.41,16600,34,0.62,214,8.96,In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.0639,0,0,No,No,0.096221111,,,
Detroit,02/14/14,65069.53,16600,39,1.12,285,9.3,In Store Credit Card Signup Discount; Presidents Day Email Blast ID21.0997,0,0,No,No,0.096221111,,,
Detroit,02/15/14,134049.22,16600,84,1.19,1060,14.92,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.1819,0,0,Yes,Yes,0.096221111,,1000.0,
Detroit,02/16/14,109268.94,16600,71,1.11,937,13.12,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.5853,0,0,Yes,Yes,0.097278295,,,
Detroit,02/17/14,93896.68,16600,64,0.43,723,11.39,In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.9099,0,0,Yes,Yes,0.097278295,,,
Detroit,02/18/14,51498.1,16600,26,0.55,109,11.33,In Store Credit Card Signup Discount; ID35.5646,0,0,No,No,0.097278295,,,
Detroit,02/19/14,58531.1,16600,27,0.23,143,11.91,In Store Credit Card Signup Discount; ID7.4233,0,0,No,No,0.097278295,,,
Detroit,02/20/14,53151.2,16600,29,0.22,114,14.88,In Store Credit Card Signup Discount; ID34.6491,0,0,No,No,0.097278295,,,
Detroit,02/21/14,53991.63,16600,42,0.69,152,14.01,In Store Credit Card Signup Discount; ID1.4791,0,0,No,No,0.097278295,,,
Detroit,02/22/14,61800.01,16600,46,0.93,276,11.15,In Store Credit Card Signup Discount; ID42.0301,0,0,No,No,0.097278295,,-2750.0,
Detroit,02/23/14,55846.28,16600,29,0.55,185,9.05,In Store Credit Card Signup Discount; ID16.9832,0,0,No,No,0.095962363,,,
Detroit,02/24/14,51486.22,16600,16,0.25,100,9.67,In Store Credit Card Signup Discount; ID46.2649,0,0,No,No,0.095962363,,,
Detroit,02/25/14,51599.67,16600,22,0.62,109,12.55,In Store Credit Card Signup Discount; ID33.3657,0,0,No,No,0.095962363,,,
Detroit,02/26/14,54959.68,16600,22,0.24,114,12.18,In Store Credit Card Signup Discount; ID2.2497,0,0,No,No,0.095962363,,,
Detroit,02/27/14,50999.6,16600,30,0.19,105,8.53,In Store Credit Card Signup Discount; ID19.913,0,0,No,No,0.095962363,,,
Detroit,02/28/14,59203.73,16600,31,0.89,138,7.83,In Store Credit Card Signup Discount; ID19.7957,0,0,No,No,0.095962363,,,
Detroit,03/01/14,67652.69,16600,37,0.65,238,9.25,March In Store Credit Card Signup Discount; ID2.0794,0,0,No,No,0.095962363,,-4000.0,0.015692728
Detroit,03/02/14,61698.97,16600,33,0.22,190,6.94,March In Store Credit Card Signup Discount; ID2.1069,0,0,No,No,0.151463806,,,
Detroit,03/03/14,57424.3,16600,22,0.3,114,9.3,March In Store Credit Card Signup Discount; ID8.4497,0,0,No,No,0.151463806,,,
Detroit,03/04/14,52745.32,16600,19,0.16,109,8.28,March In Store Credit Card Signup Discount; ID4.7852,0,0,No,No,0.151463806,,,
Detroit,03/05/14,58279.75,16600,25,0.77,119,9.23,March In Store Credit Card Signup Discount; ID10.604,0,0,No,No,0.151463806,,,
Detroit,03/06/14,54912.66,16600,46,0.24,128,8.2,March In Store Credit Card Signup Discount; ID17.04,0,0,No,No,0.151463806,,,
Detroit,03/07/14,60152.19,16600,30,0.98,152,15.4,March In Store Credit Card Signup Discount; ID15.2624,0,0,No,No,0.151463806,,,
Detroit,03/08/14,69637.01,16600,34,1.12,271,11.18,March In Store Credit Card Signup Discount; ID18.7789,0,0,No,No,0.151463806,,-2750.0,
Detroit,03/09/14,60826.82,16600,51,0.59,195,12.71,March In Store Credit Card Signup Discount; ID9.8207,0,0,No,No,0.163077794,,,
Detroit,03/10/14,59806.27,16600,29,0.61,124,9.6,March In Store Credit Card Signup Discount; ID5.5896,0,0,No,No,0.163077794,,,
Detroit,03/11/14,55814.81,16600,16,0.38,109,8.07,March In Store Credit Card Signup Discount; ID27.6825,0,0,No,No,0.163077794,,,
Detroit,03/12/14,57872.21,16600,24,0.65,124,8.55,March In Store Credit Card Signup Discount; ID27.7854,0,0,No,No,0.163077794,,,
Detroit,03/13/14,55224.63,16600,33,0.61,133,12.62,March In Store Credit Card Signup Discount; ID8.2559,0,0,No,No,0.163077794,,,
Detroit,03/14/14,66188.6,16600,28,0.81,223,10.12,March In Store Credit Card Signup Discount; ID21.1979,0,0,No,No,0.163077794,,,
Detroit,03/15/14,76214.58,16600,37,0.74,333,12.96,March In Store Credit Card Signup Discount; ID44.7591,0,0,No,No,0.163077794,,-3000.0,
Detroit,03/16/14,69251.2,16600,30,0.78,247,10.87,March In Store Credit Card Signup Discount; ID45.6944,0,0,No,No,0.139567845,,,
Detroit,03/17/14,58222.88,16600,17,0.5,147,9.07,March In Store Credit Card Signup Discount; ID9.1946,0,0,No,No,0.139567845,,,
Detroit,03/18/14,56919.85,16600,20,0.49,128,12.09,March In Store Credit Card Signup Discount; ID52.6521,0,0,No,No,0.139567845,,,
Detroit,03/19/14,58368.0,16600,24,0.21,162,8.11,March In Store Credit Card Signup Discount; ID49.0458,0,0,No,No,0.139567845,,,
Detroit,03/20/14,62591.18,16600,38,0.18,152,10.99,March In Store Credit Card Signup Discount; ID8.0222,0,0,No,No,0.139567845,,,
Detroit,03/21/14,66426.73,16600,45,0.52,209,10.09,March In Store Credit Card Signup Discount; ID48.8863,0,0,No,No,0.139567845,,,
Detroit,03/22/14,77540.34,16600,37,1.23,328,10.61,March In Store Credit Card Signup Discount; ID55.796,0,0,No,No,0.139567845,,-4500.0,
Detroit,03/23/14,57446.93,16600,31,0.63,238,12.47,March In Store Credit Card Signup Discount; ID22.2764,0,0,No,No,0.120437591,,,
Detroit,03/24/14,58321.03,16600,17,0.52,133,9.66,March In Store Credit Card Signup Discount; ID53.0488,0,0,No,No,0.120437591,,,
Detroit,03/25/14,56165.81,16600,18,0.57,162,13.1,In Store Credit Card Signup Discount; ID65.6348,0,0,No,No,0.120437591,,,
Detroit,03/26/14,59500.2,16600,26,0.38,166,10.19,In Store Credit Card Signup Discount; ID45.3694,0,0,No,No,0.120437591,,,
Detroit,03/27/14,55931.4,16600,50,0.73,190,11.85,In Store Credit Card Signup Discount; ID13.2466,0,0,No,No,0.120437591,,,
Detroit,03/28/14,83855.16,16600,40,1.37,243,16.29,In Store Credit Card Signup Discount; ID47.08,0,0,No,No,0.120437591,,,
Detroit,03/29/14,90948.11,16600,44,1.25,347,14.39,In Store Credit Card Signup Discount; Spring Product Email ID16.0152,0,0,No,No,0.120437591,,3500.0,
Detroit,03/30/14,67764.62,16600,26,0.29,243,16.9,In Store Credit Card Signup Discount; Spring Product Email ID72.4191,0,0,No,No,0.112389342,,,
Detroit,03/31/14,66475.85,16600,21,0.22,176,8.01,In Store Credit Card Signup Discount; Spring Product Email ID11.4576,0,0,No,No,0.112389342,,,
Detroit,04/01/14,57560.91,16600,21,0.7,138,13.72,In Store Credit Card Signup Discount; Spring Product Email ID1.8794,0,0,No,No,0.112389342,4.0,,0.025360217
Detroit,04/02/14,62683.19,16600,29,0.0,162,9.48,In Store Credit Card Signup Discount; Spring Product Email ID1.8185,0,0,No,No,0.112389342,,,
Detroit,04/03/14,58748.35,16600,27,0.03,152,13.1,In Store Credit Card Signup Discount; Spring Product Email ID10.7259,0,0,No,No,0.112389342,,,
Detroit,04/04/14,61708.86,16600,40,0.41,195,12.88,In Store Credit Card Signup Discount; Spring Product Email ID6.6767,0,0,No,No,0.112389342,,,
Detroit,04/05/14,82000.88,16600,35,0.64,333,12.71,In Store Credit Card Signup Discount; Spring Product Email ID0.1428,0,0,No,No,0.112389342,,-2750.0,
Detroit,04/06/14,63457.24,16600,27,0.13,266,10.75,In Store Credit Card Signup Discount; Spring Product Email ID11.2411,0,0,No,No,0.103872288,,,
Detroit,04/07/14,59253.47,16600,18,0.05,138,10.71,In Store Credit Card Signup Discount; Spring Product Email ID3.4222,0,0,No,No,0.103872288,,,
Detroit,04/08/14,61992.44,16600,17,0.3,152,10.21,In Store Credit Card Signup Discount; Spring Product Email ID15.0061,0,0,No,No,0.103872288,,,
Detroit,04/09/14,67641.75,16600,27,0.33,152,11.19,In Store Credit Card Signup Discount; Spring Product Email ID6.504,0,0,No,No,0.103872288,,,
Detroit,04/10/14,61128.66,16600,39,0.36,157,12.22,In Store Credit Card Signup Discount; Spring Product Email ID2.4608,0,0,No,No,0.103872288,,,
Detroit,04/11/14,67093.56,16600,43,0.22,228,8.73,In Store Credit Card Signup Discount; Spring Product Email ID8.6632,0,0,No,No,0.103872288,,,
Detroit,04/12/14,70531.08,16600,30,0.71,352,8.6,In Store Credit Card Signup Discount; Spring Product Email ID14.0388,0,0,No,No,0.103872288,,-4000.0,
Detroit,04/13/14,65173.29,16600,33,0.84,252,11.28,In Store Credit Card Signup Discount; Spring Product Email ID33.6328,0,0,No,No,0.093028971,,,
Detroit,04/14/14,65663.04,16600,16,0.83,166,7.85,In Store Credit Card Signup Discount; Spring Product Email ID2.5352,0,0,No,No,0.093028971,,,
Detroit,04/15/14,63468.41,16600,20,0.34,200,8.5,In Store Credit Card Signup Discount; Spring Product Email ID56.2473,0,0,No,No,0.093028971,,,
Detroit,04/16/14,60011.54,16600,24,0.2,185,10.99,In Store Credit Card Signup Discount; Spring Product Email ID57.8815,0,0,No,No,0.093028971,,,
Detroit,04/17/14,63466.75,16600,33,0.88,228,8.83,In Store Credit Card Signup Discount; Spring Product Email ID26.6804,0,0,No,No,0.093028971,,,
Detroit,04/18/14,98831.05,16600,41,0.99,347,15.58,In Store Credit Card Signup Discount; Spring Product Email ID22.6901,0,0,No,No,0.093028971,,,
Detroit,04/19/14,85019.59,16600,50,1.3,409,18.86,In Store Credit Card Signup Discount; Spring Product Email ID32.9019,0,0,No,No,0.093028971,,2750.0,
Detroit,04/20/14,49748.34,16600,16,0.19,0,,In Store Credit Card Signup Discount; Spring Product Email ID24.917,0,0,No,No,0.066160308,,,
Detroit,04/21/14,70543.77,16600,22,0.86,176,18.43,In Store Credit Card Signup Discount; Spring Product Email ID83.8914,0,0,No,No,0.066160308,,,
Detroit,04/22/14,64073.62,16600,22,0.35,176,9.55,In Store Credit Card Signup Discount; Spring Product Email ID66.3099,0,0,No,No,0.066160308,,,
Detroit,04/23/14,64468.47,16600,27,0.65,166,10.2,In Store Credit Card Signup Discount; Spring Product Email ID4.926,0,0,No,No,0.066160308,,,
Detroit,04/24/14,65699.37,16600,42,0.36,219,11.71,In Store Credit Card Signup Discount; Spring Product Email ID67.0264,0,0,No,No,0.066160308,,,
Detroit,04/25/14,76398.4,16600,48,0.58,238,8.21,In Store Credit Card Signup Discount; Spring Product Email ID18.6676,0,0,No,No,0.066160308,,,
Detroit,04/26/14,86013.03,16600,41,1.07,366,9.36,In Store Credit Card Signup Discount; Spring Product Email ID56.7051,0,0,No,No,0.066160308,,2750.0,
Detroit,04/27/14,73753.01,16600,27,0.49,238,9.72,April In Store Credit Card Signup Discount; Spring Product Email ID69.7799,0,0,No,No,0.042468704,,,
Detroit,04/28/14,64458.38,16600,19,0.5,147,8.05,April In Store Credit Card Signup Discount; Spring Product Email ID11.8425,0,0,No,No,0.042468704,,,
Detroit,04/29/14,63505.02,16600,15,0.55,114,9.46,April In Store Credit Card Signup Discount; Spring Product Email ID73.3275,0,0,No,No,0.042468704,,,
Detroit,04/30/14,60692.59,16600,25,0.18,157,7.96,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID31.1792,0,0,No,No,0.042468704,,,
Detroit,05/01/14,67113.72,16600,27,0.29,157,10.08,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID1.6617,0,0,No,No,0.042468704,,,0.018473973
Detroit,05/02/14,71410.74,16600,33,0.29,219,9.61,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID4.8011,0,0,No,No,0.042468704,,,
Detroit,05/03/14,74366.44,16600,29,0.47,319,10.12,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID13.8798,0,0,No,No,0.042468704,,4500.0,
Detroit,05/04/14,64337.94,16600,30,0.53,228,12.23,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID9.7405,0,0,No,No,0.050567509,,,
Detroit,05/05/14,58603.61,16600,19,0.69,124,10.6,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID0.6217,0,0,No,No,0.050567509,,,
Detroit,05/06/14,59501.15,16600,19,0.3,119,12.19,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID24.2874,0,0,No,No,0.050567509,,,
Detroit,05/07/14,58685.01,16600,19,0.17,128,11.57,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID5.594,0,0,No,No,0.050567509,,,
Detroit,05/08/14,63792.36,16600,30,1.38,162,8.0,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID13.0159,0,0,No,No,0.050567509,,,
Detroit,05/09/14,72709.83,16600,38,1.17,214,15.83,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID21.9158,0,0,No,No,0.050567509,,,
Detroit,05/10/14,81358.21,16600,34,0.6,328,14.83,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID45.1566,0,0,No,No,0.050567509,,500.0,
Detroit,05/11/14,69413.62,16600,33,0.49,271,13.18,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID26.6507,0,0,No,No,0.050355131,,,
Detroit,05/12/14,61616.09,16600,35,0.4,138,12.43,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID8.0071,0,0,No,No,0.050355131,,,
Detroit,05/13/14,60490.88,16600,16,0.22,143,9.37,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID39.1421,0,0,No,No,0.050355131,,,
Detroit,05/14/14,59183.66,16600,28,0.15,147,14.05,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID68.1567,0,0,No,No,0.050355131,,,
Detroit,05/15/14,65802.84,16600,30,0.87,190,11.6,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID51.7327,0,0,No,No,0.050355131,,,
Detroit,05/16/14,69177.64,16600,35,0.9,223,11.99,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID14.2191,0,0,No,No,0.050355131,,,
Detroit,05/17/14,75852.49,16600,35,0.83,319,11.81,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID33.468,0,0,No,No,0.050355131,,-250.0,
Detroit,05/18/14,67616.17,16600,29,0.89,252,11.15,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID89.1782,0,0,No,No,0.051290149,,,
Detroit,05/19/14,61481.57,16600,23,0.1,166,11.43,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID5.6386,0,0,No,No,0.051290149,,,
Detroit,05/20/14,63312.64,16600,20,0.65,166,8.76,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID69.0117,0,0,No,No,0.051290149,,,
Detroit,05/21/14,68406.87,16600,26,0.94,185,10.22,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID46.0198,0,0,No,No,0.051290149,,,
Detroit,05/22/14,62661.79,16600,27,0.53,190,10.27,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID102.6724,0,0,No,No,0.051290149,,,
Detroit,05/23/14,68136.22,16600,29,1.0,247,9.21,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID26.4268,0,0,No,No,0.051290149,,,
Detroit,05/24/14,140303.6,16600,110,0.53,1336,10.8,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID44.9422,0,0,Yes,Yes,0.051290149,,-9000.0,
Detroit,05/25/14,130434.73,16600,106,0.65,1089,11.18,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID117.3612,0,0,Yes,Yes,0.053888407,,,
Detroit,05/26/14,129212.53,16600,65,0.5,1027,13.6,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID113.6161,0,0,Yes,Yes,0.053888407,,,
Detroit,05/27/14,55187.58,16600,25,0.18,133,13.31,In Store Credit Card Signup Discount; ID80.5689,0,0,No,No,0.053888407,,,
Detroit,05/28/14,65249.41,16600,17,0.76,176,12.44,In Store Credit Card Signup Discount; ID120.3863,0,0,No,No,0.053888407,,,
Detroit,05/29/14,60883.07,16600,29,1.05,147,12.96,In Store Credit Card Signup Discount; ID141.3467,0,0,No,No,0.053888407,,,
Detroit,05/30/14,62495.79,16600,36,1.32,185,15.26,In Store Credit Card Signup Discount; ID105.5479,0,0,No,No,0.053888407,,,
Detroit,05/31/14,68049.82,16600,34,0.95,300,9.61,In Store Credit Card Signup Discount; ID88.9216,0,0,No,No,0.053888407,,-3000.0,
Detroit,06/01/14,65576.31,16600,31,0.71,223,12.94,Promo In Store Credit Card Signup Discount; ID2.0173,0,0,No,No,0.059517753,,,0.010027552
Detroit,06/02/14,61510.81,16600,34,0.51,143,9.11,Promo In Store Credit Card Signup Discount; ID7.4773,0,0,No,No,0.059517753,,,
Detroit,06/03/14,61786.27,16600,18,0.65,171,10.74,Promo In Store Credit Card Signup Discount; ID10.0684,0,0,No,No,0.059517753,,,
Detroit,06/04/14,58320.31,16600,29,0.2,166,13.02,Promo In Store Credit Card Signup Discount; ID12.8373,0,0,No,No,0.059517753,,,
Detroit,06/05/14,59632.53,16600,38,0.6,162,11.73,Promo In Store Credit Card Signup Discount; ID6.701,0,0,No,No,0.059517753,,,
Detroit,06/06/14,64109.14,16600,47,0.39,181,13.65,Promo In Store Credit Card Signup Discount; ID11.7285,0,0,No,No,0.059517753,,,
Detroit,06/07/14,68545.14,16600,44,0.95,276,13.78,Promo In Store Credit Card Signup Discount; ID27.5129,0,0,No,No,0.059517753,,2750.0,
Detroit,06/08/14,62865.58,16600,29,1.25,228,11.03,Promo In Store Credit Card Signup Discount; ID31.2453,0,0,No,No,0.064924813,,,
Detroit,06/09/14,57443.84,16600,16,0.78,143,14.48,Promo In Store Credit Card Signup Discount; ID21.9931,0,0,No,No,0.064924813,,,
